pmid,doi,pmcid,year,journal,title,search_arm,article_types,is_review_or_secondary,abstract_reports_auc,abstract_reports_sensitivity,abstract_reports_specificity,carries_quantitative_accuracy,database,pmc_fulltext_available
import_AD_10.1142/s1793545822300014,10.1142/s1793545822300014,,2022,Journal of Innovative Optical Health Sciences,Cerebrospinal fluid and blood biomarkers in the diagnostic assays of Alzheimer's disease,AD,Article,yes,no,no,no,no,Scopus,
import_AD_10.1152/physrev.00038.2017,10.1152/physrev.00038.2017,,2018,Physiological Reviews,Angiotensin II signal transduction: An update on mechanisms of physiology and pathophysiology,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1155/2015/625659,10.1155/2015/625659,,2015,Disease Markers,Serum MicroRNA profiles serve as novel biomarkers for the diagnosis of alzheimer's disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1159/000375236,10.1159/000375236,,2015,Gerontology,Circulating Biomarker Panels in Alzheimer's Disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1159/000519780,10.1159/000519780,,2022,NeuroImmunoModulation,Differential Expression of miR-381-3p in Alzheimer's Disease Patients and Its Role in Beta-Amyloid-Induced Neurotoxicity and Inflammation,AD,Article,no,yes,yes,yes,yes,Scopus,
import_AD_10.1159/000530795,10.1159/000530795,,2023,Gerontology,Blood Biomarkers for Healthy Aging,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1159/000538623,10.1159/000538623,,2024,Neurodegenerative Diseases,"Circulating Biomarkers for Alzheimer's Disease: Unlocking the Diagnostic Potential in Low- and Middle-Income Countries, Focusing on Africa",AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1177/08919887221141651,10.1177/08919887221141651,,2023,Journal of Geriatric Psychiatry and Neurology,Blood Biomarkers for the Diagnosis of Neurodegenerative Dementia: A Systematic Review,AD,Article,yes,no,no,no,no,Scopus,
import_AD_10.1177/13872877251390836,10.1177/13872877251390836,,2025,Journal of Alzheimer's Disease,MicroRNA biomarkers in cerebrospinal fluid and plasma predicting cognitive decline in Alzheimer's disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1177/13872877261437135,10.1177/13872877261437135,,2026,Journal of Alzheimer's Disease,Inflammation-related miR-155-5p as an APOE ε4-modulated biomarker for amyloid pathology in mild cognitive impairment,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1177/13872877261454540,10.1177/13872877261454540,,2026,Journal of Alzheimer's Disease,Genetically prioritized druggable targets for amyloid-β pathology highlight ACE as a therapeutic candidate in Alzheimer's disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1177/25168657221135848,10.1177/25168657221135848,,2022,Epigenetics Insights,The Neuroepigenetic Landscape of Vertebrate and Invertebrate Models of Neurodegenerative Diseases,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1186/s12645-024-00250-w,10.1186/s12645-024-00250-w,,2024,Cancer Nanotechnology,Mesoporous silica nanotechnology: promising advances in augmenting cancer theranostics,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1186/s12935-022-02572-4,10.1186/s12935-022-02572-4,,2022,Cancer Cell International,"Alpha-1-antichymotrypsin as a novel biomarker for diagnosis, prognosis, and therapy prediction in human diseases",AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1186/s12935-023-02947-1,10.1186/s12935-023-02947-1,,2023,Cancer Cell International,"Recent advances in the detection of glioblastoma, from imaging-based methods to proteomics and biosensors: A narrative review",AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1186/s12951-021-00814-7,10.1186/s12951-021-00814-7,,2021,Journal of Nanobiotechnology,Advances in the development paradigm of biosample‐based biosensors for early ultrasensitive detection of alzheimer’s disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1186/s12967-025-06886-5,10.1186/s12967-025-06886-5,,2025,Journal of Translational Medicine,"Bio fluid exosomes: promises, challenges, and future directions in translational medicine",AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1186/s13045-024-01531-y,10.1186/s13045-024-01531-y,,2024,Journal of Hematology and Oncology,Optical nanomaterial-based detection of biomarkers in liquid biopsy,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1186/s13287-025-04374-7,10.1186/s13287-025-04374-7,,2025,Stem Cell Research and Therapy,"Extracellular vesicles in age-related diseases: disease pathogenesis, intervention, and biomarker",AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1186/s40035-024-00418-9,10.1186/s40035-024-00418-9,,2024,Translational Neurodegeneration,Central nervous system-derived extracellular vesicles: the next generation of neural circulating biomarkers?,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1212/nxi.0000000000000267,10.1212/nxi.0000000000000267,,2016,Neurology: Neuroimmunology and NeuroInflammation,Comprehensive evaluation of serum microRNAs as biomarkers in multiple sclerosis,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1212/wnl.0000000000209505,10.1212/wnl.0000000000209505,,2024,Neurology,What Can Blood Biomarkers Tell Us about Patients with Lewy Body Dementia?,AD,Editorial,yes,no,no,no,no,Scopus,
import_AD_10.1212/wnl.0000000000209836,10.1212/wnl.0000000000209836,,2024,Neurology,The Great Debate in Diagnosing Alzheimer Disease: More Than Just a β Test,AD,Editorial,yes,no,no,no,no,Scopus,
import_AD_10.1242/jcs.243139,10.1242/jcs.243139,,2020,Journal of Cell Science,Extracellular vesicles - Propagators of neuropathology and sources of potential biomarkers and therapeutics for neurodegenerative diseases,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.12659/msm.924263,10.12659/msm.924263,,2020,Medical Science Monitor,Screening and identification of potential peripheral blood biomarkers for Alzheimer’s disease based on bioinformatics analysis,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.12892/ejgo3184.2016,10.12892/ejgo3184.2016,,2016,European Journal of Gynaecological Oncology,MiRNAs: Regulators of human disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.13705/j.issn.1671-6825.2020.10.041,10.13705/j.issn.1671-6825.2020.10.041,,2021,Journal of Zhengzhou University (Medical Sciences),Expression and diagnostic value of hsa_circ_0000880 in plasma of patients with Alzheimer's disease; [Hsa_circ_0000880在阿尔兹海默病患者血浆中的表达及诊断价值],AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1371/journal.pone.0126423,10.1371/journal.pone.0126423,,2015,PLoS ONE,MicroRNA profiling of CSF reveals potential biomarkers to detect Alzheimer's disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1371/journal.pone.0281784,10.1371/journal.pone.0281784,,2023,PLoS ONE,Circulating long non-coding RNAs as novel diagnostic biomarkers for Alzheimer’s disease (AD): A systematic review and meta-analysis,AD,Article,yes,yes,no,yes,yes,Scopus,
import_AD_10.1371/journal.pone.0333801,10.1371/journal.pone.0333801,,2025,PLOS ONE,Identification and evaluation of potential microRNA markers for diagnostics in neurodegenerative diseases and correlation with other biochemical markers,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.14715/cmb/2021.67.4.24,10.14715/cmb/2021.67.4.24,,2021,Cellular and Molecular Biology,"Study on the correlation between PPARγ, Aβ1-42, miR-155 and the occurrence and development of diabetes",AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1515/tjb-2025-0113,10.1515/tjb-2025-0113,,2026,Turkish Journal of Biochemistry,Dysregulated serum miR-384-5p as a diagnostic biomarker for Alzheimer's disease,AD,Article,no,yes,yes,no,yes,Scopus,
import_AD_10.1586/14737159.2014.973858,10.1586/14737159.2014.973858,,2015,Expert Review of Molecular Diagnostics,Universal screening test based on analysis of circulating organ-enriched microRNAs: A novel approach to diagnostic screening,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1590/1516-4446-2020-0013,10.1590/1516-4446-2020-0013,,2020,Brazilian Journal of Psychiatry,Biomarkers in alzheimer disease: Are we there yet?,AD,Editorial,yes,no,no,no,no,Scopus,
import_AD_10.16016/j.2097-0927.202311088,10.16016/j.2097-0927.202311088,,2024,Journal of Army Medical University,Screening of serum exosomal miRNAs as diagnostic biomarkers in Alzheimer' s disease; [阿尔茨海默病血清外泌体 ｍｉＲＮＡ 生物标志物的筛选研究],AD,Article,no,no,no,no,no,Scopus,
import_AD_10.18632/oncotarget.15109,10.18632/oncotarget.15109,,2017,Oncotarget,Profile of 6 microRNA in blood plasma distinguish early stage Alzheimer's disease patients from non-demented subjects,AD,Article,no,no,yes,yes,yes,Scopus,
import_AD_10.2119/molmed.2016.00136,10.2119/molmed.2016.00136,,2016,Molecular Medicine,Pygmy microRNA: Surveillance cops in therapy Kingdom,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.2147/cia.s534015,10.2147/cia.s534015,,2025,Clinical Interventions in Aging,Pathological Mechanisms and Molecular Imaging Advances in Alzheimer’s Disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.2147/ijn.s291956,10.2147/ijn.s291956,,2021,International Journal of Nanomedicine,"A comprehensive review on factors influences biogenesis, functions, therapeutic and clinical implications of Exosomes",AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.2147/ijn.s446224,10.2147/ijn.s446224,,2024,International Journal of Nanomedicine,Extracellular Vesicles: A New Star for Gene Drug Delivery,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.2174/1381612824666180903113136,10.2174/1381612824666180903113136,,2018,Current Pharmaceutical Design,The mechanism of exosomes function in neurological diseases: A progressive review,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.2174/1389203721666200615173213,10.2174/1389203721666200615173213,,2020,Current Protein and Peptide Science,Advent of proteomic tools for diagnostic biomarker analysis in alzheimer’s disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.2174/1389450123666220303092324,10.2174/1389450123666220303092324,,2022,Current Drug Targets,Overview on Thioredoxin-interacting Protein (TXNIP): A Potential Target for Diabetes Intervention,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.2174/1567205016666190517121140,10.2174/1567205016666190517121140,,2019,Current Alzheimer Research,Biomarkers for alzheimer’s disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.2174/1567205018666210218160812,10.2174/1567205018666210218160812,,2020,Current Alzheimer Research,Alzheimer’s disease and its related dementia types: A review on their management via nanotechnology based therapeutic strategies,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.2174/1570159x18666200503024700,10.2174/1570159x18666200503024700,,2021,Current Neuropharmacology,The effect of melatonin modulation of non-coding rnas on central nervous system disorders: An updated review,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.2174/1570159x20666211231090659,10.2174/1570159x20666211231090659,,2022,Current Neuropharmacology,Stem Cell-based Therapeutic and Diagnostic Approaches in Alzheimer's Disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.2174/1871527320666210809120621,10.2174/1871527320666210809120621,,2022,CNS and Neurological Disorders - Drug Targets,Drosophila: A Model to Study the Pathogenesis of Parkinson’s Disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.2174/1871527321666220903114559,10.2174/1871527321666220903114559,,2023,CNS and Neurological Disorders - Drug Targets,Microbiome-Based Therapies in Parkinson’s Disease: Can Tuning the Microbiota Become a Viable Therapeutic Strategy?,AD,Article,yes,no,no,no,no,Scopus,
import_AD_10.2174/1871527322666230519113201,10.2174/1871527322666230519113201,,2024,CNS and Neurological Disorders - Drug Targets,"The Role of Non-coding RNAs in Alzheimer’s Disease: Pathogenesis, Novel Biomarkers, and Potential Therapeutic Targets",AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.2174/1871530321666210309112234,10.2174/1871530321666210309112234,,2021,"Endocrine, Metabolic and Immune Disorders - Drug Targets",Dysregulation of sirt-1 signaling in multiple sclerosis and neuroimmune disorders: A systematic review of sirtuin activators as potential immunomodulators and their influences on other dysfunctions,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.2174/2589977515666230214101808,10.2174/2589977515666230214101808,,2023,Current Drug Research Reviews,Thioredoxin Interacting Protein Inhibitors in Diabetes Mellitus: A Critical Review,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.22038/ijbms.2023.71915.15627,10.22038/ijbms.2023.71915.15627,,2023,Iranian Journal of Basic Medical Sciences,"Potential role of saffron and its components on miRNA levels in various disorders, a comprehensive review",AD,Article,yes,no,no,no,no,Scopus,
import_AD_10.2217/bmm-2018-0034,10.2217/bmm-2018-0034,,2018,Biomarkers in Medicine,Exosomes as possible spread factor and potential biomarkers in Alzheimer's disease: Current concepts,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.2217/bmm-2021-0098,10.2217/bmm-2021-0098,,2021,Biomarkers in Medicine,Serum aberrant expression of miR-24-3p and its diagnostic value in Alzheimer's disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.29333/ejgm/104620,10.29333/ejgm/104620,,2019,Electronic Journal of General Medicine,Fasting may be an alternative treatment method recommended by physicians,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.30699/jambr.33.161.261,10.30699/jambr.33.161.261,,2025,Journal of Advances in Medical and Biomedical Research,Beta-Secretase 1 and gamma-Secretase Activating Protein-Related MicroRNAs in Alzheimer's Disease: A Narrative Review,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3233/jad-160468,10.3233/jad-160468,,2017,Journal of Alzheimer's Disease,Increased Serum miR-206 Level Predicts Conversion from Amnestic Mild Cognitive Impairment to Alzheimer's Disease: A 5-Year Follow-up Study,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.3233/jad-180364,10.3233/jad-180364,,2018,Journal of Alzheimer's Disease,Circulating miR-127-3p as a potential biomarker for differential diagnosis in frontotemporal dementia,AD,Article,no,yes,no,no,yes,Scopus,
import_AD_10.3233/jad-210307,10.3233/jad-210307,,2021,Journal of Alzheimer's Disease,Novel Plasma miRNAs as Biomarkers and Therapeutic Targets of Alzheimer's Disease at the Prodromal Stage,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.3233/jad-215502,10.3233/jad-215502,,2022,Journal of Alzheimer's Disease,Alzheimer's Disease Diagnostics Using miRNA Biomarkers and Machine Learning,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.3325/cmj.2021.62.387,10.3325/cmj.2021.62.387,,2021,Croatian Medical Journal,Differentiating comorbidities and predicting prognosis in idiopathic normal pressure hydrocephalus using cerebrospinal fluid biomarkers: A review,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.33263/briac112.86868701,10.33263/briac112.86868701,,2021,Biointerface Research in Applied Chemistry,Genome-wide integrative analysis reveals common molecular signatures in blood and brain of alzheimer’s disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.3389/fcell.2026.1764767,10.3389/fcell.2026.1764767,,2026,Frontiers in Cell and Developmental Biology,Association of baPWV and CD34+ progenitor-derived exosomal hsa_circ_0093884 with Alzheimer’s disease: mechanistic insights into the miR-375/SIX4 axis,AD,Article,no,yes,no,no,yes,Scopus,
import_AD_10.3389/fgene.2020.491895,10.3389/fgene.2020.491895,,2020,Frontiers in Genetics,How Can Drug Metabolism and Transporter Genetics Inform Psychotropic Prescribing?,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3389/fgene.2023.1138625,10.3389/fgene.2023.1138625,,2023,Frontiers in Genetics,Integrated analysis of circulating cell free nucleic acids for cancer genotyping and immune phenotyping of tumor microenvironment,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3389/fnagi.2016.00013,10.3389/fnagi.2016.00013,,2016,Frontiers in Aging Neuroscience,Diagnostic value of microRNA for Alzheimer's disease: A systematic review and meta-analysis,AD,Review,yes,yes,yes,yes,yes,Scopus,
import_AD_10.3389/fnagi.2017.00035,10.3389/fnagi.2017.00035,,2017,Frontiers in Aging Neuroscience,"Corrigendum: Diagnostic Value Of microRNA for Alzheimer's disease: A systematic review and meta-Analysis [Front. Aging Neurosci. 8, (2016), (13)] DOI: 10.3389/fnagi.2016.00013",AD,Erratum,yes,no,no,no,no,Scopus,
import_AD_10.3389/fnagi.2020.598606,10.3389/fnagi.2020.598606,,2021,Frontiers in Aging Neuroscience,A Signature of Five Long Non-Coding RNAs for Predicting the Prognosis of Alzheimer's Disease Based on Competing Endogenous RNA Networks,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.3389/fnagi.2021.647015,10.3389/fnagi.2021.647015,,2021,Frontiers in Aging Neuroscience,Circulating Inflamma-miRs as Potential Biomarkers of Cognitive Impairment in Patients Affected by Alzheimer’s Disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.3389/fnagi.2021.720167,10.3389/fnagi.2021.720167,,2021,Frontiers in Aging Neuroscience,Ophthalmic Biomarkers for Alzheimer’s Disease: A Review,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3389/fnagi.2022.834775,10.3389/fnagi.2022.834775,,2022,Frontiers in Aging Neuroscience,Exosomes in Age-Related Cognitive Decline: Mechanistic Insights and Improving Outcomes,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3389/fnagi.2022.860364,10.3389/fnagi.2022.860364,,2022,Frontiers in Aging Neuroscience,Potential Mechanism Underlying Exercise Upregulated Circulating Blood Exosome miR-215-5p to Prevent Necroptosis of Neuronal Cells and a Model for Early Diagnosis of Alzheimer’s Disease,AD,Article,no,yes,no,no,yes,Scopus,
import_AD_10.3389/fnagi.2022.977999,10.3389/fnagi.2022.977999,,2022,Frontiers in Aging Neuroscience,Is liquid biopsy mature enough for the diagnosis of Alzheimer’s disease?,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3389/fnagi.2023.1210191,10.3389/fnagi.2023.1210191,,2023,Frontiers in Aging Neuroscience,Cerebrospinal fluid microRNAs as potential biomarkers in Alzheimer’s disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3389/fnagi.2025.1566929,10.3389/fnagi.2025.1566929,,2025,Frontiers in Aging Neuroscience,Bioinformatics and experimental validation identify biomarkers for diagnosing Alzheimer’s disease,AD,Article,no,yes,yes,yes,yes,Scopus,
import_AD_10.3389/fnagi.2025.1571783,10.3389/fnagi.2025.1571783,,2025,Frontiers in Aging Neuroscience,Integrative single-cell and cell-free plasma RNA transcriptomics identifies biomarkers for early non-invasive AD screening,AD,Article,no,yes,no,no,yes,Scopus,
import_AD_10.3389/fnagi.2025.1637368,10.3389/fnagi.2025.1637368,,2025,Frontiers in Aging Neuroscience,miR-423-5p and miR-92a-3p in Alzheimer’s disease: relationship with pathology and cognition,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.3389/fnagi.2026.1739935,10.3389/fnagi.2026.1739935,,2026,Frontiers in Aging Neuroscience,Plasma lncRNA signature of upregulated ATP2B1-AS1 and downregulated RPL21P28 correlates with diagnosis and cognitive severity in Alzheimer’s disease,AD,Article,no,yes,no,no,yes,Scopus,
import_AD_10.3389/fncel.2017.00175,10.3389/fncel.2017.00175,,2017,Frontiers in Cellular Neuroscience,Regulatory roles of long non-coding rnas in the central nervous system and associated neurodegenerative diseases,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3389/fneur.2020.00663,10.3389/fneur.2020.00663,,2020,Frontiers in Neurology,Extracellular Vesicle Proteins and MicroRNAs as Biomarkers for Traumatic Brain Injury,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3389/fneur.2021.662373,10.3389/fneur.2021.662373,,2021,Frontiers in Neurology,Editorial: miRNAs and Neurological Diseases,AD,Editorial,yes,no,no,no,no,Scopus,
import_AD_10.3389/fneur.2023.1244536,10.3389/fneur.2023.1244536,,2023,Frontiers in Neurology,"Editorial: Biomarkers in neurology, volume II",AD,Editorial,yes,no,no,no,no,Scopus,
import_AD_10.3389/fnhum.2025.1614132,10.3389/fnhum.2025.1614132,,2025,Frontiers in Human Neuroscience,Bibliometric analysis of neural injury biomarkers in neurodegenerative diseases: research trends and future perspectives,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.3389/fnins.2024.1347320,10.3389/fnins.2024.1347320,,2024,Frontiers in Neuroscience,Fluid biomarkers in cerebral amyloid angiopathy,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3389/fnmol.2021.650372,10.3389/fnmol.2021.650372,,2021,Frontiers in Molecular Neuroscience,MicroRNA Dysregulation in Epilepsy: From Pathogenetic Involvement to Diagnostic Biomarker and Therapeutic Agent Development,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3389/fnmol.2021.685143,10.3389/fnmol.2021.685143,,2021,Frontiers in Molecular Neuroscience,Long Noncoding RNAs in Neurodegenerative Diseases: Pathogenesis and Potential Implications as Clinical Biomarkers,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3389/fnmol.2021.756499,10.3389/fnmol.2021.756499,,2021,Frontiers in Molecular Neuroscience,A Review of miRNAs as Biomarkers and Effect of Dietary Modulation in Obesity Associated Cognitive Decline and Neurodegenerative Disorders,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3389/fnmol.2022.949095,10.3389/fnmol.2022.949095,,2022,Frontiers in Molecular Neuroscience,"Long Non-coding RNA HOTAIR in Central Nervous System Disorders: New Insights in Pathogenesis, Diagnosis, and Therapeutic Potential",AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3389/fnmol.2022.966139,10.3389/fnmol.2022.966139,,2022,Frontiers in Molecular Neuroscience,Editorial: Blood Biomarkers of Neurodegenerative Diseases,AD,Editorial,yes,no,no,no,no,Scopus,
import_AD_10.3389/fnmol.2023.1127163,10.3389/fnmol.2023.1127163,,2023,Frontiers in Molecular Neuroscience,Identification of miRNAs regulating MAPT expression and their analysis in plasma of patients with dementia,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.3389/fphar.2021.791214,10.3389/fphar.2021.791214,,2022,Frontiers in Pharmacology,"A Review of Pharmacology, Toxicity and Pharmacokinetics of 2,3,5,4′-Tetrahydroxystilbene-2-O-β-D-Glucoside",AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3389/fpsyt.2025.1589374,10.3389/fpsyt.2025.1589374,,2025,Frontiers in Psychiatry,Exosomal microRNA signatures in youth at clinical high risk for bipolar disorder,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.3390/app16052554,10.3390/app16052554,,2026,Applied Sciences (Switzerland),Molecular Testing in Early Diagnosis and Clinical Assessment of Alzheimer’s Disease: A Narrative Review,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/biom10091229,10.3390/biom10091229,,2020,Biomolecules,"Thimet oligopeptidase biochemical and biological significances: Past, present, and future directions",AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/biom11020195,10.3390/biom11020195,,2021,Biomolecules,Epigenetics of alzheimer’s disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/biom12020208,10.3390/biom12020208,,2022,Biomolecules,Posttranscriptional Regulation of Insulin Resistance Implications for Metabolic Diseases,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/biom12020329,10.3390/biom12020329,,2022,Biomolecules,Update on CSF Biomarkers in Parkinson’s Disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/biom13081250,10.3390/biom13081250,,2023,Biomolecules,Mesenchymal Stem Cell-Derived Extracellular Vesicles: An Emerging Diagnostic and Therapeutic Biomolecules for Neurodegenerative Disabilities,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/biom9110734,10.3390/biom9110734,,2019,Biomolecules,Elevated plasma microRNA-206 levels predict cognitive decline and progression to dementia from mild cognitive impairment,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.3390/biomedicines10010105,10.3390/biomedicines10010105,,2022,Biomedicines,News about Therapies of Alzheimer’s Disease: Extracellular Vesicles from Stem Cells Exhibit Advantages Compared to Other Treatments,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/biomedicines14010059,10.3390/biomedicines14010059,,2026,Biomedicines,Oxidative Stress as a Central Mechanistic Bridge Between Alzheimer’s and Vascular Pathologies in Mixed Dementia: Emerging Evidence and Therapeutic Perspectives,AD,Note,no,no,no,no,no,Scopus,
import_AD_10.3390/bios10060063,10.3390/bios10060063,,2020,Biosensors,Low-fouling substrates for plasmonic sensing of circulating biomarkers in biological fluids,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/bios13050515,10.3390/bios13050515,,2023,Biosensors,Fluorescent Sensing Platforms for Detecting and Imaging the Biomarkers of Alzheimer’s Disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/bios13110987,10.3390/bios13110987,,2023,Biosensors,Alzheimer’s Disease Biomarker Detection Using Field Effect Transistor-Based Biosensor,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/bios15060346,10.3390/bios15060346,,2025,Biosensors,Multiplexed CRISPR Assay for Amplification-Free Detection of miRNAs,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.3390/bios16040190,10.3390/bios16040190,,2026,Biosensors,Recent Advances in Graphene-Based Field-Effect Transistor Biosensors for Disease Biomarker Detection and Clinical Prospects,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/brainsci14010019,10.3390/brainsci14010019,,2024,Brain Sciences,Neuroinflammation and Neurodegenerative Diseases: How Much Do We Still Not Know?,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/cells10010113,10.3390/cells10010113,,2021,Cells,Micrornas as early biomarkers of alzheimer’s disease: A synaptic perspective,AD,Article,yes,no,no,no,no,Scopus,
import_AD_10.3390/cells10102697,10.3390/cells10102697,,2021,Cells,Enhanced expression of microrna-1273g-3p contributes to alzheimer’s disease pathogenesis by regulating the expression of mitochondrial genes,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.3390/cells11111732,10.3390/cells11111732,,2022,Cells,Alpha-Synuclein Aggregation Pathway in Parkinson’s Disease: Current Status and Novel Therapeutic Approaches,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/cells11203215,10.3390/cells11203215,,2022,Cells,PPAR-γ Partial Agonists in Disease-Fate Decision with Special Reference to Cancer,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/cells12121643,10.3390/cells12121643,,2023,Cells,Cell-Penetrating Peptides as Valuable Tools for Nose-to-Brain Delivery of Biological Drugs,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/cells12141911,10.3390/cells12141911,,2023,Cells,Liquid Biopsy in Neurological Diseases,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/diagnostics10050326,10.3390/diagnostics10050326,,2020,Diagnostics,Role of body-fluid biomarkers in Alzheimer's disease diagnosis,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/diagnostics11030393,10.3390/diagnostics11030393,,2021,Diagnostics,A comprehensive review of computer-aided diagnosis of major mental and neurological disorders and suicide: A biostatistical perspective on data mining,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/ijms20071728,10.3390/ijms20071728,,2019,International Journal of Molecular Sciences,Extracellular vesicle as a source of alzheimer’s biomarkers: Opportunities and challenges,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/ijms21093158,10.3390/ijms21093158,,2020,International Journal of Molecular Sciences,"Utility of animal models to understand human alzheimer’s disease, using the mastermind research approach to avoid unnecessary further sacrifices of animals",AD,Article,no,no,no,no,no,Scopus,
import_AD_10.3390/ijms21155407,10.3390/ijms21155407,,2020,International Journal of Molecular Sciences,Dietary gluten and neurodegeneration: A case for preclinical studies,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/ijms221910794,10.3390/ijms221910794,,2021,International Journal of Molecular Sciences,Exosomes in alzheimer’s disease: From being pathological players to potential diagnostics and therapeutics,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/ijms26052231,10.3390/ijms26052231,,2025,International Journal of Molecular Sciences,Molecular Biomarkers in Neurological Diseases: Advances in Diagnosis and Prognosis,AD,Review,yes,no,no,no,no,Scopus,
